latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.959578,75.81576,438.0,19800,Asia/Kolkata,GMT+5:30

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),wind_speed_10m_min (km/h),wind_speed_10m_mean (km/h)
2017-05-13,3,35.0,42.0,26.9,0.00,0.00,20.2,41,9,20,4.1,10.5
2017-05-14,51,35.6,41.8,29.0,0.10,0.10,27.8,25,11,16,15.3,19.4
2017-05-15,3,35.8,41.9,30.0,0.00,0.00,22.3,31,11,20,16.4,19.5
2017-05-16,2,34.7,40.8,29.2,0.00,0.00,21.1,31,13,21,5.1,14.6
2017-05-17,51,32.1,37.3,27.0,0.60,0.60,20.8,45,21,30,2.5,8.7
2017-05-18,51,32.4,38.1,26.0,0.40,0.40,18.4,52,17,29,3.7,11.1
2017-05-19,3,34.0,41.2,26.9,0.00,0.00,24.3,37,11,25,5.5,14.6
2017-05-20,3,32.7,39.5,25.9,0.00,0.00,18.7,41,17,28,4.1,11.0
2017-05-21,61,31.7,38.6,26.8,2.10,2.10,20.2,49,18,35,1.3,11.2
2017-05-22,51,30.2,37.0,24.6,0.10,0.10,15.8,74,22,47,4.4,10.4
2017-05-23,53,31.7,38.5,25.3,0.50,0.50,18.7,56,20,38,5.0,11.6
2017-05-24,53,33.4,39.8,26.8,0.90,0.90,22.3,60,20,35,6.3,12.3
2017-05-25,1,34.3,40.2,27.7,0.00,0.00,19.2,43,15,27,8.2,14.2
2017-05-26,3,35.5,42.2,27.5,0.00,0.00,29.5,40,15,26,6.3,17.1
2017-05-27,53,36.4,44.0,31.2,0.60,0.60,30.2,38,9,24,5.6,20.7
2017-05-28,61,35.5,42.7,28.4,2.10,2.10,29.1,44,15,28,0.7,14.4
2017-05-29,61,32.5,38.0,28.0,2.30,2.30,18.9,59,30,45,3.4,11.7
2017-05-30,1,31.6,37.0,25.6,0.00,0.00,15.4,71,28,47,1.5,8.7
2017-05-31,53,31.1,38.5,25.5,1.10,1.10,18.0,71,29,52,3.8,10.6
2017-06-01,61,30.7,36.6,25.0,2.00,2.00,13.4,82,37,58,2.4,8.3
2017-06-02,1,32.8,39.5,26.1,0.00,0.00,15.7,76,23,48,1.9,8.0
2017-06-03,0,35.1,41.5,28.3,0.00,0.00,20.3,50,17,33,4.8,13.9
2017-06-04,2,36.1,41.8,31.9,0.00,0.00,28.4,45,18,33,13.3,20.1
2017-06-05,1,35.9,40.5,31.5,0.00,0.00,25.4,53,24,38,14.0,20.9
2017-06-06,0,35.0,39.6,30.9,0.00,0.00,24.6,53,27,40,9.2,17.8
2017-06-07,55,32.8,36.4,30.1,1.30,1.30,24.4,63,37,49,3.0,14.8
2017-06-08,63,31.6,37.3,27.5,3.00,3.00,21.3,69,37,53,3.1,11.8
2017-06-09,53,29.4,34.5,25.1,2.00,2.00,16.3,81,45,62,2.7,8.1
2017-06-10,51,32.1,37.7,26.6,0.30,0.30,19.3,73,28,48,1.8,7.6
2017-06-11,1,31.9,38.3,25.5,0.00,0.00,17.1,60,24,40,3.2,7.7
2017-06-12,3,32.7,38.5,25.5,0.00,0.00,17.7,59,20,36,2.9,9.7
2017-06-13,51,33.4,39.6,27.5,0.20,0.20,18.2,54,21,36,4.5,11.4
2017-06-14,53,33.9,39.2,29.0,0.90,0.90,23.4,59,22,38,4.0,14.5
2017-06-15,3,33.4,39.5,27.1,0.00,0.00,18.9,70,19,40,1.8,10.7
2017-06-16,3,33.1,39.4,28.5,0.00,0.00,16.4,56,19,39,2.4,8.2
2017-06-17,51,32.0,37.5,27.3,0.10,0.10,20.2,68,31,49,3.4,10.5
2017-06-18,51,31.6,37.0,27.1,0.10,0.10,17.9,76,34,55,1.5,9.6
2017-06-19,2,33.2,38.3,29.8,0.00,0.00,24.6,64,34,46,3.6,14.3
2017-06-20,53,32.5,37.5,29.0,0.60,0.60,21.0,62,36,47,5.6,13.6
2017-06-21,63,30.2,34.5,25.4,6.30,6.30,20.5,81,43,56,5.8,13.2
2017-06-22,63,27.6,33.7,23.0,14.40,14.40,21.6,92,47,71,2.2,12.4
2017-06-23,63,29.5,34.0,25.1,3.20,3.20,16.9,80,46,62,1.3,7.0
2017-06-24,61,31.2,35.5,26.2,2.20,2.20,7.6,81,42,58,0.4,4.6
2017-06-25,51,33.0,37.2,27.7,0.20,0.20,9.4,70,35,50,3.0,6.2
2017-06-26,51,33.4,38.2,29.2,0.10,0.10,15.1,63,38,52,3.3,8.2
2017-06-27,63,30.9,37.5,26.4,10.00,10.00,14.1,95,39,66,1.8,8.3
2017-06-28,63,27.7,31.5,25.8,17.30,17.30,19.8,95,66,83,1.3,9.4
2017-06-29,61,27.4,31.9,24.8,11.80,11.80,12.4,97,66,84,5.2,8.8
2017-06-30,63,28.2,32.4,25.5,5.20,5.20,17.4,94,61,78,5.6,9.4
2017-07-01,65,28.4,31.0,26.1,10.90,10.90,11.8,89,66,78,2.5,5.5
2017-07-02,63,28.5,32.5,25.9,10.60,10.60,9.7,94,61,79,0.7,3.9
2017-07-03,63,28.5,32.5,24.9,10.10,10.10,21.3,96,61,78,0.4,12.0
2017-07-04,53,28.6,32.9,25.6,1.10,1.10,24.5,88,56,71,10.2,19.3
2017-07-05,3,28.6,32.4,25.4,0.00,0.00,24.4,81,48,66,5.2,17.1
2017-07-06,2,29.3,34.2,25.4,0.00,0.00,20.9,80,46,62,8.4,14.9
2017-07-07,3,30.0,34.5,25.9,0.00,0.00,20.3,78,43,59,8.0,15.7
2017-07-08,3,31.0,35.4,26.8,0.00,0.00,21.9,72,39,54,5.8,15.7
2017-07-09,3,31.5,35.5,27.5,0.00,0.00,21.0,66,39,51,9.6,17.3
2017-07-10,3,31.2,36.0,27.2,0.00,0.00,24.5,70,37,52,11.6,20.4
2017-07-11,3,30.4,34.8,26.7,0.00,0.00,22.4,74,36,55,8.7,16.8
2017-07-12,51,28.7,33.0,26.5,1.30,1.30,15.2,87,50,68,1.0,8.6
2017-07-13,63,28.2,32.0,24.5,10.20,10.20,14.3,94,58,75,2.7,9.2
2017-07-14,51,29.5,33.4,26.4,0.40,0.40,18.7,83,52,68,10.0,14.2
2017-07-15,55,29.3,33.7,26.2,3.30,3.30,15.9,91,52,73,9.1,12.4
2017-07-16,63,28.7,33.1,25.5,7.20,7.20,13.9,95,57,78,1.5,7.6
2017-07-17,61,28.9,33.2,25.6,5.50,5.50,10.7,94,60,79,0.8,4.5
2017-07-18,61,28.7,31.9,25.6,6.50,6.50,11.3,96,66,80,3.1,6.3
2017-07-19,63,29.6,32.6,26.8,4.60,4.60,13.8,89,61,75,2.0,5.9
2017-07-20,63,28.6,33.0,24.7,10.20,10.20,15.8,97,56,78,1.1,8.9
2017-07-21,63,27.6,31.2,24.9,13.10,13.10,18.9,95,63,81,4.3,11.7
2017-07-22,53,26.3,29.5,24.5,4.10,4.10,20.8,96,70,87,10.2,15.6
2017-07-23,61,25.9,28.9,24.4,8.70,8.70,21.8,98,73,89,5.2,14.0
2017-07-24,61,25.5,27.8,23.9,3.20,3.20,20.7,100,72,86,6.2,12.4
2017-07-25,51,25.9,28.5,22.9,0.60,0.60,17.9,90,66,79,3.3,11.5
2017-07-26,51,27.9,31.2,24.9,0.30,0.30,20.2,91,59,76,1.8,11.7
2017-07-27,51,28.6,32.2,25.1,0.50,0.50,21.6,91,57,75,7.7,13.2
2017-07-28,61,27.6,31.6,25.8,4.90,4.90,19.4,88,62,78,7.2,14.7
2017-07-29,61,26.0,28.5,24.6,3.70,3.70,20.5,95,73,86,9.7,16.1
2017-07-30,51,25.3,26.5,24.4,1.80,1.80,19.9,94,80,87,9.7,15.0
2017-07-31,63,24.7,25.9,23.5,32.40,32.40,14.4,100,90,95,1.8,9.6
2017-08-01,53,26.3,29.2,24.1,3.10,3.10,16.9,96,70,84,5.9,12.5
2017-08-02,51,27.4,30.6,24.5,0.60,0.60,19.3,90,61,76,7.5,14.3
2017-08-03,51,27.3,30.1,25.2,0.40,0.40,22.0,88,62,76,9.0,15.8
2017-08-04,51,27.1,29.9,24.5,0.20,0.20,20.2,86,61,73,4.2,13.1
2017-08-05,51,27.4,30.5,23.9,0.80,0.80,14.8,83,61,72,5.3,9.8
2017-08-06,51,28.0,31.5,24.7,0.10,0.10,13.9,82,58,72,2.6,9.2
2017-08-07,61,27.5,29.8,25.6,7.00,7.00,11.9,92,68,80,3.2,8.1
2017-08-08,61,27.1,30.5,24.9,9.80,9.80,16.3,96,70,85,2.3,9.4
2017-08-09,61,25.9,28.5,24.0,9.50,9.50,18.4,94,74,88,9.7,13.6
2017-08-10,55,26.0,28.4,24.0,5.30,5.30,19.7,94,74,86,11.1,14.4
2017-08-11,51,27.3,30.5,24.6,0.70,0.70,28.1,91,63,77,14.6,19.4
2017-08-12,51,27.2,30.0,25.0,0.20,0.20,25.0,85,64,77,13.2,20.0
2017-08-13,51,26.9,30.6,25.0,0.20,0.20,20.9,86,56,76,7.0,15.2
2017-08-14,51,26.8,29.9,24.6,0.90,0.90,14.3,87,61,77,5.2,10.9
2017-08-15,51,27.4,30.5,24.5,0.40,0.40,18.1,86,60,74,9.3,13.8
2017-08-16,53,28.1,32.3,24.6,0.90,0.90,18.9,81,60,72,12.7,16.8
2017-08-17,51,28.4,32.9,24.5,0.30,0.30,20.0,83,56,70,9.7,15.6
2017-08-18,3,28.8,33.7,24.6,0.00,0.00,16.9,81,49,67,3.5,10.8
2017-08-19,63,27.9,30.3,25.9,8.20,8.20,14.8,88,69,78,5.4,10.8
2017-08-20,51,28.4,31.9,25.3,0.90,0.90,16.6,94,59,77,8.1,13.0
2017-08-21,61,29.0,32.5,25.9,2.80,2.80,14.3,91,58,74,8.7,12.5
2017-08-22,63,28.5,32.8,26.0,7.20,7.20,13.0,92,62,80,4.1,7.9
2017-08-23,63,28.0,32.0,25.4,4.00,4.00,9.1,93,64,81,0.8,5.1
2017-08-24,63,27.4,29.3,24.8,4.60,4.60,13.4,95,75,84,4.7,8.7
2017-08-25,63,27.1,31.9,24.9,5.70,5.70,15.8,93,62,83,3.8,10.2
2017-08-26,61,26.8,30.6,23.9,5.80,5.80,11.7,95,64,84,2.3,6.3
2017-08-27,55,27.5,32.0,23.8,1.10,1.10,13.2,99,64,82,2.6,6.9
2017-08-28,55,26.8,30.2,24.5,1.90,1.90,17.5,96,66,83,5.5,12.5
2017-08-29,55,26.2,29.4,24.7,2.60,2.60,25.4,93,71,85,13.7,18.9
2017-08-30,65,25.9,28.4,23.9,15.90,15.90,21.7,96,76,87,9.4,16.0
2017-08-31,61,25.8,28.9,23.6,9.70,9.70,16.1,99,67,85,6.5,11.1
2017-09-01,53,25.7,28.6,23.6,3.00,3.00,20.5,95,64,80,8.8,14.0
2017-09-02,53,25.9,29.1,23.5,1.90,1.90,16.5,90,67,80,6.7,11.3
2017-09-03,51,26.3,29.5,23.6,1.00,1.00,13.5,90,64,80,6.6,9.7
2017-09-04,61,27.5,31.6,24.6,1.80,1.80,15.8,92,63,78,4.8,11.0
2017-09-05,51,27.3,31.1,24.1,0.30,0.30,16.4,85,61,74,6.6,11.4
2017-09-06,53,26.8,30.8,24.4,0.70,0.70,13.0,83,61,75,3.8,8.3
2017-09-07,53,27.2,31.5,24.2,2.00,2.00,12.9,86,58,75,3.4,7.4
2017-09-08,51,28.0,31.9,24.5,0.40,0.40,13.9,86,54,70,0.8,7.8
2017-09-09,51,29.0,33.7,24.6,0.20,0.20,11.8,82,43,64,4.2,8.2
2017-09-10,2,29.6,34.3,25.7,0.00,0.00,10.5,80,45,63,1.3,7.3
2017-09-11,55,29.3,34.0,26.0,1.30,1.30,16.0,84,47,66,3.0,7.3
2017-09-12,51,28.5,32.5,25.0,0.70,0.70,9.8,86,58,72,2.5,5.2
2017-09-13,51,28.3,33.5,24.6,0.50,0.50,7.7,95,48,73,1.1,4.9
2017-09-14,51,27.7,31.8,24.7,0.10,0.10,8.7,88,54,73,3.0,5.1
2017-09-15,3,29.1,34.2,24.9,0.00,0.00,12.1,87,36,65,1.9,5.0
2017-09-16,3,29.5,34.2,26.5,0.00,0.00,13.0,74,37,58,2.5,6.7
2017-09-17,51,29.8,35.5,25.6,0.10,0.10,13.9,71,26,50,3.6,8.5
2017-09-18,3,30.3,36.5,24.8,0.00,0.00,14.1,56,23,41,2.3,7.7
2017-09-19,3,29.9,36.5,24.6,0.00,0.00,12.7,77,19,44,4.2,8.7
2017-09-20,3,30.1,37.5,24.4,0.00,0.00,16.7,96,17,56,4.0,7.9
2017-09-21,3,29.9,36.1,25.0,0.00,0.00,20.9,82,27,58,0.7,9.1
2017-09-22,51,27.9,31.6,25.0,0.20,0.20,14.1,85,45,66,2.4,6.6
2017-09-23,3,29.4,36.2,24.0,0.00,0.00,24.1,82,22,49,4.1,13.9
2017-09-24,1,29.6,36.1,23.9,0.00,0.00,21.2,79,26,49,3.6,12.3
2017-09-25,1,30.2,35.2,26.0,0.00,0.00,19.0,71,31,48,5.9,12.9
2017-09-26,1,29.9,35.1,25.1,0.00,0.00,15.9,66,28,45,4.7,11.4
2017-09-27,3,30.8,36.9,25.5,0.00,0.00,17.3,68,20,39,6.9,12.9
2017-09-28,3,30.9,37.5,24.9,0.00,0.00,22.0,47,15,29,7.7,13.0
2017-09-29,3,30.8,37.9,25.0,0.00,0.00,20.7,48,16,30,6.8,13.4
2017-09-30,0,30.9,38.0,23.9,0.00,0.00,11.7,45,16,27,3.3,7.7
2017-10-01,1,30.8,37.3,24.7,0.00,0.00,14.5,40,16,26,4.0,8.1
2017-10-02,0,31.1,37.6,25.8,0.00,0.00,13.3,42,15,26,4.9,9.4
2017-10-03,0,30.8,38.0,23.8,0.00,0.00,13.7,37,13,24,5.1,9.8
2017-10-04,0,30.6,37.7,23.4,0.00,0.00,14.1,55,15,31,1.3,8.0
2017-10-05,0,29.7,36.4,23.8,0.00,0.00,14.7,75,21,43,3.2,8.6
2017-10-06,0,29.8,36.4,23.9,0.00,0.00,12.4,65,18,36,6.2,9.3
2017-10-07,0,29.7,36.7,23.0,0.00,0.00,17.0,49,16,30,4.4,9.2
2017-10-08,0,29.7,36.5,23.5,0.00,0.00,14.0,50,16,30,2.1,7.5
2017-10-09,0,29.2,36.3,22.5,0.00,0.00,12.7,60,19,36,5.4,8.3
2017-10-10,3,29.1,36.0,23.0,0.00,0.00,12.4,67,16,38,5.2,8.2
2017-10-11,2,28.9,35.0,22.9,0.00,0.00,11.0,62,22,39,2.5,7.6
2017-10-12,3,29.0,35.1,23.1,0.00,0.00,9.1,63,17,36,0.8,5.9
2017-10-13,2,29.3,36.2,22.6,0.00,0.00,16.3,60,13,31,1.1,9.0
2017-10-14,0,29.7,37.0,22.5,0.00,0.00,15.6,37,11,23,4.7,10.1
2017-10-15,0,29.7,37.1,23.8,0.00,0.00,18.1,40,13,25,7.1,12.5
2017-10-16,0,29.2,37.3,23.1,0.00,0.00,15.6,38,9,22,6.7,11.5
2017-10-17,0,28.4,36.1,20.8,0.00,0.00,12.3,45,12,25,1.8,6.2
2017-10-18,0,27.5,35.7,20.4,0.00,0.00,13.8,52,14,31,0.7,7.5
2017-10-19,0,27.1,33.8,21.0,0.00,0.00,10.6,59,23,39,5.4,8.3
2017-10-20,1,28.0,35.0,22.2,0.00,0.00,8.8,75,20,43,3.6,6.0
2017-10-21,0,28.2,35.8,22.5,0.00,0.00,15.3,61,13,32,3.4,8.5
2017-10-22,2,27.6,35.7,20.5,0.00,0.00,22.7,42,12,25,4.6,11.3
2017-10-23,0,26.1,33.8,19.2,0.00,0.00,11.7,50,13,27,2.4,8.3
2017-10-24,0,26.6,34.2,20.4,0.00,0.00,13.2,33,9,19,7.3,10.6
2017-10-25,0,25.8,33.1,18.6,0.00,0.00,11.5,47,11,26,4.3,7.8
2017-10-26,0,25.3,32.8,18.4,0.00,0.00,10.9,62,15,34,4.6,7.0
2017-10-27,3,24.6,31.0,18.5,0.00,0.00,10.2,71,21,43,4.2,7.5
2017-10-28,1,26.5,33.0,20.0,0.00,0.00,14.6,48,14,27,1.8,7.5
2017-10-29,0,25.2,32.5,18.3,0.00,0.00,11.0,65,13,34,2.6,7.0
2017-10-30,0,24.6,32.0,18.4,0.00,0.00,11.8,81,19,43,4.5,7.2
2017-10-31,0,24.2,31.2,17.8,0.00,0.00,11.4,68,18,40,2.2,7.7
2017-11-01,0,25.1,32.5,18.0,0.00,0.00,14.7,61,17,36,2.7,7.6
2017-11-02,0,25.6,33.1,19.4,0.00,0.00,15.5,43,17,30,5.9,9.4
2017-11-03,1,25.0,32.1,18.1,0.00,0.00,9.9,70,20,43,0.7,6.4
2017-11-04,2,24.2,30.0,18.8,0.00,0.00,13.2,82,32,55,6.1,9.1
2017-11-05,1,23.4,28.9,18.8,0.00,0.00,10.2,85,30,56,4.0,7.4
2017-11-06,0,23.5,29.7,17.6,0.00,0.00,8.0,77,29,49,1.5,4.6
2017-11-07,0,23.6,30.5,17.8,0.00,0.00,10.5,65,24,44,0.0,4.7
2017-11-08,0,23.3,30.4,16.5,0.00,0.00,8.9,71,23,42,4.0,6.0
2017-11-09,3,23.3,30.6,16.6,0.00,0.00,10.0,75,19,43,3.7,6.7
2017-11-10,0,22.8,29.6,16.5,0.00,0.00,9.4,71,24,44,4.0,6.7
2017-11-11,1,22.6,29.2,16.4,0.00,0.00,7.6,71,23,45,1.8,5.5
2017-11-12,0,21.9,29.0,16.3,0.00,0.00,9.5,74,24,46,4.4,6.9
2017-11-13,0,22.1,28.5,15.2,0.00,0.00,11.4,78,23,43,2.2,8.0
2017-11-14,3,21.8,27.8,15.4,0.00,0.00,16.1,61,27,43,5.6,10.8
2017-11-15,2,21.7,27.4,16.5,0.00,0.00,13.3,68,27,47,5.6,9.7
2017-11-16,51,21.2,26.0,17.2,0.10,0.10,12.1,73,42,55,6.8,10.5
2017-11-17,51,20.4,25.1,16.9,0.40,0.40,12.6,73,38,57,7.1,9.5
2017-11-18,51,19.8,25.2,15.7,0.30,0.30,12.6,85,38,63,5.9,8.9
2017-11-19,1,19.8,25.4,16.0,0.00,0.00,14.9,75,27,46,6.3,11.4
2017-11-20,0,18.3,24.5,13.8,0.00,0.00,13.7,58,18,37,7.9,10.6
2017-11-21,0,17.3,24.0,11.9,0.00,0.00,12.2,58,17,38,6.7,9.4
2017-11-22,3,17.6,24.1,12.6,0.00,0.00,11.9,53,17,34,7.9,9.7
2017-11-23,1,17.4,24.5,11.4,0.00,0.00,9.4,50,15,31,1.0,6.8
2017-11-24,0,17.7,25.1,11.4,0.00,0.00,10.0,43,16,29,3.1,6.7
2017-11-25,0,18.7,26.6,12.2,0.00,0.00,7.7,44,14,30,3.2,5.4
2017-11-26,0,18.5,27.0,11.3,0.00,0.00,9.7,61,20,38,2.9,5.5
2017-11-27,0,19.4,27.5,12.9,0.00,0.00,12.4,49,14,31,4.3,8.0
2017-11-28,0,20.9,26.9,14.1,0.00,0.00,10.2,45,17,32,1.1,6.2
2017-11-29,0,21.5,27.0,16.3,0.00,0.00,9.0,48,23,35,3.1,6.0
2017-11-30,0,20.1,27.1,13.8,0.00,0.00,11.5,59,20,37,1.0,6.2
2017-12-01,0,18.7,25.0,12.9,0.00,0.00,10.0,64,30,46,5.7,8.0
2017-12-02,3,18.1,24.8,12.6,0.00,0.00,11.2,71,28,49,6.5,8.4
2017-12-03,3,18.2,24.2,12.5,0.00,0.00,7.7,74,26,48,3.8,5.8
2017-12-04,51,18.3,24.1,12.4,0.40,0.40,7.3,69,26,46,2.6,4.9
2017-12-05,3,17.7,21.1,15.1,0.00,0.00,12.2,77,42,59,3.6,7.6
2017-12-06,61,17.2,20.1,14.5,2.00,2.00,11.0,76,44,59,3.1,7.1
2017-12-07,3,18.1,23.1,14.1,0.00,0.00,11.4,53,23,37,4.0,7.4
2017-12-08,0,17.6,25.2,11.9,0.00,0.00,10.1,47,21,34,3.3,7.5
2017-12-09,0,18.3,25.2,12.9,0.00,0.00,9.4,63,28,44,1.3,6.0
2017-12-10,1,18.1,24.9,11.9,0.00,0.00,8.9,75,31,53,4.9,7.5
2017-12-11,61,16.9,21.5,14.1,3.80,3.80,15.6,91,43,65,6.6,8.9
2017-12-12,3,15.6,21.6,11.9,0.00,0.00,11.0,100,29,71,4.3,7.5
2017-12-13,1,14.6,21.1,9.6,0.00,0.00,10.8,96,34,66,4.1,7.8
2017-12-14,1,15.1,21.8,10.3,0.00,0.00,13.4,93,38,64,8.0,11.3
2017-12-15,3,15.8,22.3,11.0,0.00,0.00,16.9,70,33,52,6.6,12.5
2017-12-16,1,14.8,21.6,10.0,0.00,0.00,15.2,66,21,47,8.0,12.2
2017-12-17,0,14.5,24.0,8.4,0.00,0.00,13.4,69,13,41,6.7,9.9
2017-12-18,3,16.7,25.3,10.1,0.00,0.00,16.3,55,16,33,8.2,12.6
2017-12-19,3,18.6,27.0,12.7,0.00,0.00,14.3,43,14,30,4.1,10.0
2017-12-20,3,18.2,25.8,13.4,0.00,0.00,11.0,56,23,39,3.4,8.0
2017-12-21,3,18.4,25.8,12.8,0.00,0.00,12.8,63,30,48,7.0,10.0
2017-12-22,3,18.2,25.4,13.2,0.00,0.00,14.1,76,18,46,7.2,10.9
2017-12-23,3,16.8,24.4,11.6,0.00,0.00,13.5,68,18,42,6.8,9.8
2017-12-24,0,16.6,23.8,10.6,0.00,0.00,10.2,64,24,44,3.3,7.3
2017-12-25,0,16.9,24.3,11.1,0.00,0.00,11.0,76,21,46,2.5,7.3
2017-12-26,1,16.7,24.6,9.6,0.00,0.00,10.7,72,18,43,1.3,5.4
2017-12-27,3,17.6,24.5,10.1,0.00,0.00,10.9,64,22,40,3.1,6.0
2017-12-28,3,17.5,23.6,10.0,0.00,0.00,9.4,72,28,45,2.6,6.7
2017-12-29,0,16.5,23.4,10.7,0.00,0.00,9.8,75,28,50,4.0,7.4
2017-12-30,0,16.4,23.5,10.1,0.00,0.00,10.6,85,28,54,0.4,6.0
2017-12-31,3,15.7,22.0,9.9,0.00,0.00,10.9,68,30,48,1.8,7.1
2018-01-01,0,14.9,21.6,9.9,0.00,0.00,12.2,82,22,51,2.2,7.8
2018-01-02,0,14.0,21.3,8.0,0.00,0.00,9.7,79,23,51,3.4,6.4
2018-01-03,0,14.0,21.4,8.1,0.00,0.00,8.7,79,27,52,2.1,6.0
2018-01-04,0,14.8,21.0,10.8,0.00,0.00,12.5,65,23,46,4.7,7.9
2018-01-05,0,13.9,21.9,7.7,0.00,0.00,10.2,82,27,55,5.7,7.3
2018-01-06,0,14.7,22.1,8.2,0.00,0.00,12.2,88,25,55,2.8,6.3
2018-01-07,0,14.4,21.5,8.8,0.00,0.00,11.0,88,21,51,2.9,7.8
2018-01-08,0,14.1,21.7,7.4,0.00,0.00,9.3,70,16,40,1.5,5.5
2018-01-09,0,14.2,22.2,7.5,0.00,0.00,8.7,68,21,43,3.4,6.0
2018-01-10,0,14.8,23.2,7.3,0.00,0.00,11.0,78,15,41,1.8,8.0
2018-01-11,0,15.5,23.4,8.9,0.00,0.00,12.1,68,15,36,6.6,9.4
2018-01-12,1,16.9,24.9,11.1,0.00,0.00,12.7,47,12,32,5.4,9.4
2018-01-13,2,18.1,25.3,12.6,0.00,0.00,14.2,50,24,35,2.9,8.9
2018-01-14,0,18.0,25.8,11.8,0.00,0.00,14.9,50,16,30,3.3,8.8
2018-01-15,0,17.4,25.6,10.6,0.00,0.00,11.4,47,15,28,4.0,8.5
2018-01-16,0,15.8,25.2,7.7,0.00,0.00,10.6,56,8,33,3.3,7.8
2018-01-17,0,17.2,25.6,10.5,0.00,0.00,13.9,66,25,42,5.8,8.9
2018-01-18,0,18.9,26.5,12.5,0.00,0.00,8.8,72,29,48,0.7,6.0
2018-01-19,0,18.5,26.5,11.9,0.00,0.00,13.8,90,23,51,3.9,8.3
2018-01-20,0,16.8,24.6,11.2,0.00,0.00,14.7,78,11,42,6.4,9.6
2018-01-21,0,16.1,24.5,8.4,0.00,0.00,11.2,61,20,40,4.1,6.7
2018-01-22,1,16.9,24.8,10.6,0.00,0.00,16.2,73,31,52,6.7,10.5
2018-01-23,51,17.2,22.6,14.1,0.90,0.90,23.9,70,21,46,8.0,12.9
2018-01-24,0,14.7,21.1,9.8,0.00,0.00,15.6,93,25,54,8.3,11.8
2018-01-25,0,14.0,22.2,7.4,0.00,0.00,13.3,95,23,61,3.8,7.8
2018-01-26,3,15.4,23.6,8.9,0.00,0.00,13.9,89,21,53,5.9,8.9
2018-01-27,1,16.0,23.9,8.6,0.00,0.00,10.2,93,21,54,2.2,7.2
2018-01-28,3,16.6,24.7,9.4,0.00,0.00,10.5,94,21,55,2.5,7.5
2018-01-29,3,17.5,26.1,10.0,0.00,0.00,10.0,89,22,52,4.2,7.6
2018-01-30,3,19.5,28.0,11.8,0.00,0.00,15.9,65,16,38,3.6,9.3
2018-01-31,3,20.5,28.1,14.7,0.00,0.00,16.8,62,20,36,7.0,12.9
2018-02-01,0,20.2,28.6,12.3,0.00,0.00,13.3,63,18,36,1.8,8.3
2018-02-02,0,20.2,27.5,14.1,0.00,0.00,15.9,60,21,37,5.8,10.4
2018-02-03,0,18.5,25.6,13.6,0.00,0.00,13.6,72,21,45,4.3,8.9
2018-02-04,2,16.7,24.6,10.7,0.00,0.00,13.9,63,11,33,5.2,8.8
2018-02-05,3,16.9,24.0,11.4,0.00,0.00,11.3,51,19,34,6.3,8.9
2018-02-06,3,18.6,23.8,14.3,0.00,0.00,12.7,50,26,35,5.4,9.0
2018-02-07,3,17.7,24.5,12.1,0.00,0.00,11.2,46,12,29,2.9,7.7
2018-02-08,3,16.8,23.8,11.1,0.00,0.00,9.3,55,22,38,4.0,7.5
2018-02-09,0,17.0,24.9,9.9,0.00,0.00,12.5,56,12,33,2.3,6.9
2018-02-10,3,17.7,24.9,11.5,0.00,0.00,16.4,57,23,40,6.7,12.2
2018-02-11,51,18.2,23.8,14.6,1.20,1.20,23.9,73,30,49,9.9,17.8
2018-02-12,51,18.0,25.0,12.9,0.30,0.30,15.7,95,23,61,6.6,10.5
2018-02-13,3,17.4,24.6,12.9,0.00,0.00,12.5,99,20,64,4.5,8.6
2018-02-14,2,17.9,24.9,11.6,0.00,0.00,15.5,79,22,47,6.9,11.0
2018-02-15,1,18.9,26.8,12.1,0.00,0.00,15.0,73,25,46,5.8,10.3
2018-02-16,0,20.1,27.6,13.1,0.00,0.00,13.7,68,23,42,1.8,7.9
2018-02-17,3,20.5,28.6,13.6,0.00,0.00,15.0,67,18,41,4.6,8.6
2018-02-18,3,20.6,28.1,14.1,0.00,0.00,12.5,74,18,43,1.5,7.4
2018-02-19,3,20.7,28.3,14.2,0.00,0.00,11.3,67,22,45,1.8,7.2
2018-02-20,1,22.2,30.0,14.8,0.00,0.00,9.5,64,20,41,3.2,6.7
2018-02-21,3,23.4,31.5,15.4,0.00,0.00,14.4,66,15,35,4.0,9.7
2018-02-22,53,24.0,31.5,18.0,0.50,0.50,17.3,50,16,32,3.8,7.4
2018-02-23,3,24.4,32.5,17.3,0.00,0.00,15.1,60,17,39,1.5,7.4
2018-02-24,3,24.9,31.1,18.1,0.00,0.00,11.1,81,20,41,0.4,7.2
2018-02-25,3,23.7,30.4,18.4,0.00,0.00,17.3,75,19,41,4.3,13.1
2018-02-26,3,22.7,29.9,16.3,0.00,0.00,16.5,76,18,42,8.7,11.8
2018-02-27,3,24.2,31.7,18.4,0.00,0.00,13.2,55,20,38,4.9,8.1
2018-02-28,3,24.3,31.6,18.0,0.00,0.00,14.2,68,21,43,4.7,8.9
