latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.959578,75.81576,438.0,19800,Asia/Kolkata,GMT+5:30

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),wind_speed_10m_min (km/h),wind_speed_10m_mean (km/h)
2021-04-06,3,32.6,39.0,26.0,0.00,0.00,26.0,23,7,15,13.1,18.6
2021-04-07,0,29.8,36.6,22.6,0.00,0.00,21.1,47,9,23,5.7,12.2
2021-04-08,0,28.7,35.3,22.6,0.00,0.00,16.8,32,11,18,2.6,12.8
2021-04-09,1,28.8,35.5,22.5,0.00,0.00,16.2,23,7,13,0.8,9.4
2021-04-10,1,29.2,36.2,21.7,0.00,0.00,15.5,23,6,13,0.8,9.7
2021-04-11,1,29.9,37.0,21.5,0.00,0.00,13.2,25,6,13,3.3,8.0
2021-04-12,1,30.4,38.2,21.6,0.00,0.00,13.7,23,6,12,4.0,8.8
2021-04-13,1,30.7,39.0,22.5,0.00,0.00,14.5,23,6,13,3.7,9.3
2021-04-14,3,30.8,36.0,23.2,0.00,0.00,15.9,25,11,16,0.0,7.0
2021-04-15,2,30.9,37.3,24.6,0.00,0.00,17.3,22,10,16,4.3,12.3
2021-04-16,3,29.9,36.8,24.8,0.00,0.00,24.5,48,15,25,4.3,11.7
2021-04-17,1,28.2,34.8,21.3,0.00,0.00,21.3,68,16,35,0.4,10.2
2021-04-18,1,29.6,35.8,23.4,0.00,0.00,13.3,36,12,22,6.2,9.4
2021-04-19,3,30.2,37.8,21.9,0.00,0.00,18.8,35,8,19,5.6,10.4
2021-04-20,3,29.2,36.6,23.2,0.00,0.00,27.7,31,14,21,5.5,10.6
2021-04-21,2,26.3,32.8,20.7,0.00,0.00,34.5,53,19,31,5.9,16.4
2021-04-22,0,26.8,34.0,18.8,0.00,0.00,11.6,68,14,34,1.3,7.4
2021-04-23,2,29.8,37.4,21.6,0.00,0.00,23.3,37,11,23,8.9,15.1
2021-04-24,0,27.6,34.4,21.4,0.00,0.00,22.5,50,9,26,9.0,14.7
2021-04-25,0,28.3,36.2,20.9,0.00,0.00,13.0,34,5,17,7.0,9.8
2021-04-26,0,30.2,37.8,21.0,0.00,0.00,11.5,24,8,13,0.8,6.9
2021-04-27,0,31.7,39.8,23.5,0.00,0.00,15.2,23,6,12,1.5,10.0
2021-04-28,3,32.7,40.4,23.5,0.00,0.00,15.0,20,6,11,5.6,10.1
2021-04-29,2,33.4,39.7,26.0,0.00,0.00,15.9,23,8,13,4.3,9.8
2021-04-30,3,32.2,37.3,26.6,0.00,0.00,20.1,34,15,22,3.3,10.7
2021-05-01,3,31.6,38.8,26.3,0.00,0.00,22.2,32,14,25,3.7,10.9
2021-05-02,3,30.6,35.3,26.3,0.00,0.00,14.6,36,20,28,2.2,7.3
2021-05-03,3,31.0,35.5,24.9,0.00,0.00,18.6,45,16,26,4.0,10.0
2021-05-04,3,31.5,37.7,26.3,0.00,0.00,18.0,29,13,21,6.3,12.4
2021-05-05,1,32.3,38.1,25.8,0.00,0.00,18.2,41,16,25,5.4,9.8
2021-05-06,1,31.9,38.8,26.0,0.00,0.00,28.6,56,14,29,4.4,12.5
2021-05-07,3,30.0,37.5,24.1,0.00,0.00,26.1,64,19,39,1.9,10.5
2021-05-08,3,31.3,37.8,25.5,0.00,0.00,21.9,47,17,33,1.8,9.3
2021-05-09,51,32.0,38.3,26.2,0.10,0.10,26.3,38,14,29,1.0,10.9
2021-05-10,3,31.8,39.5,26.2,0.00,0.00,26.8,48,14,30,6.3,10.8
2021-05-11,51,31.2,36.2,25.2,0.10,0.10,19.8,48,20,31,3.9,10.3
2021-05-12,53,30.1,33.3,26.4,0.90,0.90,26.1,42,28,35,3.1,10.7
2021-05-13,53,29.7,36.0,26.0,0.60,0.60,18.5,62,22,40,2.1,11.0
2021-05-14,3,29.9,37.4,23.5,0.00,0.00,32.4,66,19,41,1.1,10.5
2021-05-15,3,31.3,36.7,25.5,0.00,0.00,19.5,56,23,35,5.4,11.4
2021-05-16,3,32.6,37.6,26.8,0.00,0.00,15.8,47,21,32,2.6,11.7
2021-05-17,3,29.8,33.7,26.6,0.00,0.00,21.5,64,29,46,3.1,11.3
2021-05-18,63,22.5,26.0,20.9,22.70,22.70,21.9,90,55,79,8.2,16.1
2021-05-19,63,20.5,21.4,19.6,60.50,60.50,31.0,98,89,95,14.8,23.3
2021-05-20,3,24.8,30.9,18.9,0.00,0.00,18.9,96,46,70,1.8,13.5
2021-05-21,1,27.7,33.3,21.5,0.00,0.00,12.1,88,44,64,1.5,6.6
2021-05-22,53,28.3,33.5,23.4,0.50,0.50,17.9,89,41,62,3.3,8.1
2021-05-23,3,27.4,32.3,22.8,0.00,0.00,15.7,80,38,54,4.0,8.6
2021-05-24,0,28.5,34.9,21.7,0.00,0.00,21.2,69,25,46,4.7,12.0
2021-05-25,0,30.3,36.8,23.5,0.00,0.00,15.3,57,21,37,7.7,11.5
2021-05-26,1,31.3,37.7,25.3,0.00,0.00,20.0,48,24,38,8.7,14.4
2021-05-27,1,32.2,38.8,26.5,0.00,0.00,21.1,59,21,40,5.6,14.0
2021-05-28,1,33.2,39.8,25.1,0.00,0.00,17.9,66,21,38,5.8,12.8
2021-05-29,1,33.6,39.6,26.9,0.00,0.00,18.1,58,23,39,4.7,11.0
2021-05-30,1,33.4,39.2,27.9,0.00,0.00,17.3,49,24,38,2.5,11.0
2021-05-31,3,32.5,37.7,28.8,0.00,0.00,14.0,52,25,40,5.1,9.6
2021-06-01,63,31.2,37.3,26.9,6.40,6.40,15.0,71,32,47,4.0,10.8
2021-06-02,2,30.7,37.6,25.5,0.00,0.00,16.1,70,27,50,1.1,8.2
2021-06-03,51,30.2,35.3,25.5,0.10,0.10,21.8,71,33,52,1.8,5.6
2021-06-04,51,30.8,35.1,26.5,0.30,0.30,8.7,61,35,47,1.1,5.0
2021-06-05,2,30.8,36.9,26.3,0.00,0.00,18.3,63,28,47,4.1,10.4
2021-06-06,2,31.6,36.8,26.0,0.00,0.00,14.5,70,31,47,7.6,11.0
2021-06-07,1,33.4,38.3,28.0,0.00,0.00,25.7,62,25,40,11.8,17.8
2021-06-08,1,34.3,39.2,29.5,0.00,0.00,25.4,57,23,38,11.4,20.4
2021-06-09,1,34.4,39.9,29.7,0.00,0.00,24.3,55,24,39,10.2,17.9
2021-06-10,1,34.6,39.8,30.0,0.00,0.00,28.4,51,21,37,11.9,18.6
2021-06-11,3,34.5,39.5,30.3,0.00,0.00,24.9,51,24,37,8.7,16.7
2021-06-12,1,34.6,39.5,30.5,0.00,0.00,24.0,49,23,37,4.4,15.0
2021-06-13,55,32.6,38.2,28.2,1.20,1.20,13.7,71,35,52,2.0,7.8
2021-06-14,1,32.2,38.0,27.5,0.00,0.00,23.7,74,32,52,1.3,10.6
2021-06-15,51,31.8,37.0,27.6,0.40,0.40,26.5,71,34,52,6.4,15.1
2021-06-16,51,29.9,34.2,24.6,1.00,1.00,20.2,88,45,62,1.8,9.1
2021-06-17,3,31.9,37.4,26.5,0.00,0.00,17.4,76,23,49,0.8,8.0
2021-06-18,3,32.2,37.2,27.0,0.00,0.00,22.1,74,25,49,4.2,11.3
2021-06-19,3,31.4,37.3,27.1,0.00,0.00,17.6,73,25,50,2.2,9.6
2021-06-20,51,30.7,34.8,27.3,0.30,0.30,16.6,74,41,57,7.0,12.7
2021-06-21,3,31.7,36.7,27.3,0.00,0.00,20.9,72,31,51,9.4,15.3
2021-06-22,2,33.0,37.2,28.5,0.00,0.00,20.4,67,27,47,8.7,15.0
2021-06-23,2,33.8,38.2,29.4,0.00,0.00,20.2,60,25,42,4.9,13.6
2021-06-24,3,33.4,38.7,29.8,0.00,0.00,20.0,57,27,42,2.5,12.4
2021-06-25,51,32.4,37.9,28.4,0.20,0.20,20.5,63,32,48,2.1,11.6
2021-06-26,51,31.5,37.0,26.4,0.50,0.50,13.0,75,32,50,4.1,7.9
2021-06-27,2,33.3,38.1,28.5,0.00,0.00,20.3,60,30,42,2.9,10.6
2021-06-28,2,34.1,39.3,28.3,0.00,0.00,11.2,56,25,38,1.1,6.9
2021-06-29,1,34.9,40.4,28.5,0.00,0.00,22.5,49,22,35,4.3,14.0
2021-06-30,51,35.1,39.2,31.1,0.10,0.10,28.5,49,28,39,18.1,22.9
2021-07-01,2,34.1,38.3,30.0,0.00,0.00,26.6,56,29,42,7.2,18.8
2021-07-02,2,33.6,37.8,29.3,0.00,0.00,22.6,60,28,42,10.7,17.7
2021-07-03,51,32.7,37.2,28.6,0.10,0.10,21.7,60,31,46,3.3,13.2
2021-07-04,51,31.6,36.2,29.0,0.10,0.10,17.1,61,36,50,6.5,12.3
2021-07-05,61,31.3,36.7,27.5,2.90,2.90,14.3,70,36,55,3.1,9.4
2021-07-06,53,32.7,37.8,28.2,0.70,0.70,15.5,69,34,50,0.8,11.8
2021-07-07,3,34.4,38.7,29.8,0.00,0.00,20.6,50,31,39,9.7,15.8
2021-07-08,3,34.1,38.5,29.6,0.00,0.00,20.7,53,26,39,0.8,12.7
2021-07-09,3,33.5,38.5,28.5,0.00,0.00,11.2,56,32,44,0.4,6.7
2021-07-10,55,32.8,36.0,28.8,1.00,1.00,13.8,67,43,53,1.1,8.4
2021-07-11,61,32.2,36.0,29.2,3.10,3.10,21.2,75,48,60,9.2,14.0
2021-07-12,63,28.5,32.5,24.9,20.40,20.40,18.8,98,61,79,10.4,16.0
2021-07-13,63,29.5,34.2,27.0,3.60,3.60,15.3,85,55,75,8.8,13.3
2021-07-14,61,30.1,34.3,27.2,1.70,1.70,15.5,86,53,73,9.2,11.9
2021-07-15,51,31.3,35.6,26.7,0.80,0.80,18.4,89,47,66,10.8,14.7
2021-07-16,51,32.0,35.5,28.0,0.20,0.20,16.3,77,47,61,5.8,12.4
2021-07-17,61,32.6,38.1,27.9,2.00,2.00,18.3,86,40,59,2.9,8.1
2021-07-18,63,29.5,32.8,26.2,20.80,20.80,17.9,91,58,75,8.2,12.1
2021-07-19,63,26.7,27.8,26.0,25.70,25.70,14.2,94,85,91,6.1,9.9
2021-07-20,51,29.0,33.5,25.0,0.50,0.50,23.9,92,52,71,8.6,15.2
2021-07-21,51,29.0,32.2,26.2,1.90,1.90,17.7,83,57,72,7.8,12.3
2021-07-22,53,29.3,33.2,26.6,1.50,1.50,14.7,87,56,72,2.6,9.1
2021-07-23,61,27.9,31.1,25.6,5.80,5.80,7.6,95,72,85,0.7,4.5
2021-07-24,53,28.6,32.5,24.9,1.40,1.40,13.3,99,62,81,2.4,5.9
2021-07-25,51,30.6,35.0,26.5,0.30,0.30,13.9,95,52,72,2.5,8.5
2021-07-26,63,29.1,32.0,26.1,12.70,12.70,12.1,95,64,80,3.2,8.4
2021-07-27,63,26.9,29.2,25.5,13.80,13.80,25.8,96,72,84,9.7,16.9
2021-07-28,61,26.5,29.8,24.9,5.90,5.90,21.7,94,66,84,6.8,15.3
2021-07-29,63,26.8,29.8,24.6,8.60,8.60,18.5,93,70,83,4.5,12.8
2021-07-30,65,25.6,27.4,24.6,79.30,79.30,17.8,96,87,93,1.8,9.2
2021-07-31,63,25.0,25.8,24.4,47.40,47.40,20.6,96,91,94,9.6,15.5
2021-08-01,63,26.7,30.9,24.0,16.40,16.40,17.8,98,69,86,3.3,11.9
2021-08-02,65,25.7,29.6,24.1,41.60,41.60,25.3,94,70,87,12.3,18.2
2021-08-03,63,25.7,29.7,24.0,26.90,26.90,22.4,95,73,90,13.1,17.7
2021-08-04,65,26.6,30.4,24.6,24.10,24.10,17.0,95,71,87,2.0,11.2
2021-08-05,53,27.6,31.2,24.5,1.90,1.90,13.0,95,65,83,3.5,9.0
2021-08-06,53,28.0,32.2,25.5,2.90,2.90,12.2,97,63,84,2.8,8.0
2021-08-07,51,27.5,30.9,25.5,1.40,1.40,13.6,97,67,84,1.3,8.5
2021-08-08,55,28.2,31.8,24.9,1.40,1.40,15.1,99,63,81,1.8,7.9
2021-08-09,53,28.6,32.7,25.6,0.60,0.60,22.9,87,59,74,5.9,14.9
2021-08-10,3,28.8,32.8,25.9,0.00,0.00,23.0,78,56,69,9.4,16.7
2021-08-11,3,28.1,32.0,24.9,0.00,0.00,21.6,78,56,68,7.9,15.4
2021-08-12,3,28.0,32.2,24.1,0.00,0.00,18.8,76,55,68,5.5,12.8
2021-08-13,3,28.4,32.4,25.1,0.00,0.00,17.8,76,53,66,7.6,13.4
2021-08-14,2,28.1,32.2,24.9,0.00,0.00,21.5,79,53,67,6.6,13.7
2021-08-15,1,28.0,32.5,24.4,0.00,0.00,18.0,79,50,66,6.6,11.5
2021-08-16,1,28.9,33.5,24.5,0.00,0.00,13.0,75,47,61,2.9,8.2
2021-08-17,3,29.9,35.2,25.5,0.00,0.00,16.8,71,36,55,5.8,10.9
2021-08-18,3,30.4,35.0,26.1,0.00,0.00,12.8,66,37,53,4.1,8.3
2021-08-19,3,31.0,35.9,27.1,0.00,0.00,22.7,68,34,52,4.7,11.6
2021-08-20,3,29.8,34.0,26.2,0.00,0.00,14.1,89,42,66,1.8,8.8
2021-08-21,53,27.0,30.5,24.8,4.10,4.10,13.0,98,63,83,1.3,7.3
2021-08-22,63,26.8,30.9,24.1,10.40,10.40,12.2,97,69,86,3.1,8.4
2021-08-23,53,28.0,31.5,24.9,1.30,1.30,15.9,94,63,78,4.5,9.9
2021-08-24,3,30.1,34.7,26.8,0.00,0.00,25.6,81,44,61,5.4,16.3
2021-08-25,3,29.8,33.8,26.9,0.00,0.00,24.3,71,45,59,12.5,18.9
2021-08-26,3,28.3,32.2,25.0,0.00,0.00,21.3,76,49,63,6.8,15.5
2021-08-27,3,28.3,33.0,23.8,0.00,0.00,16.2,79,46,64,6.1,10.7
2021-08-28,51,28.8,33.0,24.1,0.50,0.50,10.0,82,46,63,1.0,5.7
2021-08-29,53,28.2,31.6,25.7,3.90,3.90,11.8,86,56,71,2.1,6.8
2021-08-30,61,27.1,31.0,24.7,6.60,6.60,18.5,95,66,82,1.1,9.0
2021-08-31,63,26.5,30.6,24.4,4.40,4.40,18.8,96,66,85,11.8,14.2
2021-09-01,61,26.2,30.4,23.9,6.40,6.40,15.9,98,67,88,6.2,12.0
2021-09-02,63,26.2,30.1,23.7,7.80,7.80,16.2,99,68,87,4.2,10.1
2021-09-03,63,25.8,29.5,23.5,11.70,11.70,11.5,100,71,89,1.4,5.2
2021-09-04,61,27.2,30.5,24.2,5.70,5.70,11.5,96,66,82,2.6,6.1
2021-09-05,55,27.5,31.2,24.7,2.20,2.20,9.2,94,64,83,0.4,4.5
2021-09-06,63,28.1,31.6,25.4,4.60,4.60,8.1,98,66,82,0.5,4.5
2021-09-07,53,28.1,32.0,25.4,1.30,1.30,17.3,97,65,82,5.7,11.4
2021-09-08,51,27.2,30.1,24.7,1.40,1.40,23.8,93,68,81,13.6,17.6
2021-09-09,61,26.8,30.2,24.0,2.70,2.70,17.7,95,64,83,7.6,13.2
2021-09-10,61,25.6,29.4,23.8,9.20,9.20,16.4,98,72,88,7.4,12.3
2021-09-11,61,25.1,28.5,23.6,9.20,9.20,17.7,98,77,91,10.2,14.3
2021-09-12,61,25.3,28.1,23.1,10.70,10.70,16.5,99,79,91,6.7,12.2
2021-09-13,61,26.4,30.2,23.7,5.80,5.80,16.2,98,69,87,9.2,12.3
2021-09-14,61,27.1,30.6,24.5,3.30,3.30,20.6,98,69,85,11.7,15.4
2021-09-15,51,27.2,30.8,24.4,0.10,0.10,32.8,87,59,75,13.0,21.2
2021-09-16,53,26.7,32.0,23.5,0.80,0.80,20.5,84,58,72,9.0,14.4
2021-09-17,51,25.5,28.9,22.5,0.70,0.70,25.6,89,64,80,9.0,16.2
2021-09-18,63,25.9,29.0,23.8,9.40,9.40,21.1,94,76,85,9.6,14.6
2021-09-19,51,26.1,29.5,23.8,1.70,1.70,16.6,98,67,85,4.7,10.9
2021-09-20,53,26.5,30.2,23.6,2.60,2.60,13.2,100,65,86,3.1,7.5
2021-09-21,61,25.9,29.4,23.8,5.70,5.70,14.8,100,73,90,1.5,7.1
2021-09-22,63,25.5,29.4,23.5,10.10,10.10,13.2,99,70,90,2.4,8.4
2021-09-23,63,25.7,29.1,23.4,11.10,11.10,12.9,98,72,87,3.9,9.2
2021-09-24,53,26.4,29.6,23.5,1.20,1.20,13.8,98,65,84,4.8,9.7
2021-09-25,51,26.4,30.0,23.2,1.10,1.10,10.5,98,70,85,2.3,6.1
2021-09-26,53,25.8,29.2,23.4,3.00,3.00,13.0,98,71,86,4.7,9.5
2021-09-27,51,26.3,29.5,23.5,0.30,0.30,18.1,99,69,84,9.4,12.8
2021-09-28,51,27.5,31.2,24.9,0.30,0.30,22.3,93,59,78,11.6,15.1
2021-09-29,51,27.1,30.7,24.2,1.00,1.00,21.3,95,63,82,13.8,17.2
2021-09-30,61,26.6,29.5,24.3,4.40,4.40,14.7,97,70,85,3.7,8.9
2021-10-01,51,27.0,31.4,23.8,1.40,1.40,9.1,96,63,83,3.1,5.5
2021-10-02,61,27.1,31.8,24.0,2.30,2.30,11.0,94,60,82,3.9,7.3
2021-10-03,53,27.7,31.9,24.2,2.10,2.10,13.3,93,55,73,7.2,9.7
2021-10-04,1,27.5,31.6,23.6,0.00,0.00,12.8,86,51,69,6.1,9.1
2021-10-05,1,27.5,31.7,23.5,0.00,0.00,10.0,82,50,69,1.9,5.8
2021-10-06,51,27.9,32.0,24.5,0.40,0.40,11.2,85,52,69,4.7,7.2
2021-10-07,1,27.6,33.2,23.5,0.00,0.00,7.2,89,36,63,2.6,5.0
2021-10-08,0,28.2,34.2,23.0,0.00,0.00,9.0,75,27,51,0.8,5.1
2021-10-09,0,28.2,34.6,21.5,0.00,0.00,10.5,74,27,49,3.1,7.5
2021-10-10,2,28.6,34.7,23.5,0.00,0.00,13.0,70,28,49,1.1,8.7
2021-10-11,1,28.2,34.2,22.8,0.00,0.00,11.7,70,27,49,4.4,8.5
2021-10-12,1,27.9,34.2,23.1,0.00,0.00,13.0,60,25,46,1.1,7.6
2021-10-13,0,27.4,33.8,22.8,0.00,0.00,14.8,61,22,37,5.0,11.3
2021-10-14,0,26.1,32.8,20.5,0.00,0.00,14.8,61,23,39,4.3,9.7
2021-10-15,0,25.4,32.5,18.8,0.00,0.00,11.2,61,19,38,4.3,6.9
2021-10-16,0,25.9,32.0,18.7,0.00,0.00,10.9,68,31,46,3.3,7.6
2021-10-17,65,25.7,30.6,22.5,18.70,18.70,17.0,96,54,72,4.9,9.9
2021-10-18,65,23.1,25.9,21.0,26.80,26.80,15.1,98,77,91,0.4,10.3
2021-10-19,0,23.7,29.4,19.2,0.00,0.00,14.2,97,43,74,1.5,9.0
2021-10-20,0,23.8,30.1,18.6,0.00,0.00,18.6,90,30,61,2.2,9.0
2021-10-21,0,23.8,30.0,18.5,0.00,0.00,20.6,52,30,43,9.7,15.7
2021-10-22,0,23.6,29.2,19.2,0.00,0.00,16.6,69,41,56,6.4,12.6
2021-10-23,2,22.9,27.7,18.5,0.00,0.00,16.0,77,47,64,6.5,10.5
2021-10-24,3,22.4,26.5,18.8,0.00,0.00,12.9,78,47,65,4.7,8.1
2021-10-25,1,23.0,28.3,18.5,0.00,0.00,11.8,82,37,60,1.1,6.7
2021-10-26,0,22.3,28.4,17.8,0.00,0.00,10.5,79,25,53,2.6,8.1
2021-10-27,1,21.9,28.8,16.9,0.00,0.00,10.5,72,26,51,1.0,5.5
2021-10-28,0,22.0,29.2,16.3,0.00,0.00,10.5,77,22,45,2.5,7.1
2021-10-29,0,21.7,28.0,16.0,0.00,0.00,9.8,60,26,44,1.8,7.1
2021-10-30,0,22.0,29.5,15.4,0.00,0.00,12.0,66,19,41,3.1,7.5
2021-10-31,0,22.5,29.9,15.6,0.00,0.00,12.1,63,21,40,2.9,7.6
2021-11-01,0,22.1,29.6,14.9,0.00,0.00,13.3,72,23,46,4.8,9.0
2021-11-02,0,21.2,27.9,14.8,0.00,0.00,14.3,66,32,49,6.6,9.5
2021-11-03,0,21.5,29.0,15.4,0.00,0.00,11.8,71,23,49,5.4,8.0
2021-11-04,0,21.1,27.8,14.9,0.00,0.00,11.5,74,19,41,4.5,8.4
2021-11-05,3,20.5,26.9,15.0,0.00,0.00,10.8,76,35,54,2.2,7.0
2021-11-06,3,21.6,29.1,14.6,0.00,0.00,10.5,71,23,48,1.5,5.9
2021-11-07,3,22.3,30.0,15.6,0.00,0.00,11.6,61,20,41,2.2,8.0
2021-11-08,3,21.8,29.9,15.9,0.00,0.00,10.6,62,19,43,1.1,6.8
2021-11-09,3,22.0,30.6,15.9,0.00,0.00,9.8,68,17,43,2.7,7.0
2021-11-10,3,22.6,29.8,16.1,0.00,0.00,8.4,62,18,40,1.1,4.8
2021-11-11,3,21.2,28.5,14.9,0.00,0.00,9.8,62,19,42,3.3,7.1
2021-11-12,3,21.4,28.0,14.9,0.00,0.00,8.4,67,23,45,2.1,5.6
2021-11-13,0,20.5,27.0,14.4,0.00,0.00,7.7,68,27,48,1.5,4.8
2021-11-14,0,19.7,24.9,13.6,0.00,0.00,9.8,67,34,50,2.6,6.1
2021-11-15,0,18.2,25.0,12.2,0.00,0.00,9.1,78,31,57,3.3,6.2
2021-11-16,2,17.8,24.5,12.1,0.00,0.00,9.9,68,28,50,4.8,7.4
2021-11-17,3,17.5,23.8,10.9,0.00,0.00,12.8,71,34,55,5.4,8.1
2021-11-18,3,17.6,22.6,13.2,0.00,0.00,14.4,82,41,66,5.4,9.2
2021-11-19,63,18.0,22.9,15.2,8.50,8.50,10.9,94,53,76,2.2,6.3
2021-11-20,61,17.3,21.2,15.2,7.60,7.60,11.1,96,67,87,0.5,6.3
2021-11-21,0,19.4,25.7,14.3,0.00,0.00,10.6,96,49,73,3.0,6.5
2021-11-22,0,19.3,27.0,14.8,0.00,0.00,12.0,61,16,40,5.2,8.6
2021-11-23,0,18.3,25.9,12.1,0.00,0.00,9.9,73,20,43,4.7,7.9
2021-11-24,0,19.4,25.5,13.8,0.00,0.00,10.8,73,33,51,0.4,6.6
2021-11-25,0,19.0,26.0,13.0,0.00,0.00,10.8,89,45,67,3.7,6.9
2021-11-26,0,19.4,26.5,13.6,0.00,0.00,12.5,95,42,74,4.3,7.7
2021-11-27,0,19.4,26.0,14.2,0.00,0.00,12.2,93,39,71,5.2,7.5
2021-11-28,1,19.0,26.0,13.6,0.00,0.00,10.9,92,37,70,5.5,8.1
2021-11-29,3,19.2,26.0,13.9,0.00,0.00,8.9,92,32,64,2.4,6.4
2021-11-30,3,18.6,25.0,12.7,0.00,0.00,10.7,75,25,48,4.1,7.1
2021-12-01,3,17.9,21.9,14.1,0.00,0.00,11.2,79,43,59,0.4,6.3
2021-12-02,53,16.4,18.6,14.7,1.60,1.60,10.5,89,55,73,1.6,5.6
2021-12-03,3,16.8,22.8,11.4,0.00,0.00,12.3,93,36,67,1.1,6.8
2021-12-04,0,17.5,23.6,11.9,0.00,0.00,9.1,89,43,68,1.8,6.0
2021-12-05,3,18.4,23.5,13.2,0.00,0.00,12.2,91,49,71,2.0,6.8
2021-12-06,61,19.0,24.6,15.3,2.50,2.50,9.8,97,36,67,2.2,5.7
2021-12-07,0,17.5,24.4,12.6,0.00,0.00,9.2,91,22,58,1.5,6.6
2021-12-08,0,16.1,22.7,11.1,0.00,0.00,9.0,80,34,58,1.9,5.9
2021-12-09,0,15.7,22.1,10.6,0.00,0.00,8.5,83,39,62,2.8,6.2
2021-12-10,0,15.9,22.9,10.3,0.00,0.00,11.2,81,27,52,2.3,6.5
2021-12-11,3,14.7,21.6,9.6,0.00,0.00,9.4,77,25,53,1.5,6.6
2021-12-12,3,14.3,20.4,8.5,0.00,0.00,11.3,92,36,64,3.3,7.5
2021-12-13,3,14.4,21.1,8.6,0.00,0.00,11.4,88,43,67,6.5,8.8
2021-12-14,3,15.9,22.2,12.2,0.00,0.00,11.4,92,48,72,6.2,9.1
2021-12-15,1,15.4,21.3,11.4,0.00,0.00,11.4,93,46,75,5.3,8.2
2021-12-16,3,15.2,21.4,11.4,0.00,0.00,18.4,96,45,72,4.0,9.8
2021-12-17,3,13.1,19.1,9.2,0.00,0.00,17.9,72,15,40,6.9,13.5
2021-12-18,0,11.4,19.2,5.2,0.00,0.00,11.3,89,19,49,6.7,8.8
2021-12-19,0,11.4,19.8,4.1,0.00,0.00,11.6,67,14,39,1.9,7.6
2021-12-20,0,12.5,20.3,5.4,0.00,0.00,10.5,60,15,39,1.5,6.8
2021-12-21,0,14.2,22.0,8.0,0.00,0.00,9.9,73,20,49,4.1,6.4
2021-12-22,2,14.9,22.5,8.4,0.00,0.00,10.1,84,31,60,0.7,6.5
2021-12-23,3,16.2,23.4,9.4,0.00,0.00,10.2,90,34,65,3.6,7.0
2021-12-24,3,16.2,23.7,10.8,0.00,0.00,14.5,87,35,65,4.8,7.4
2021-12-25,1,16.3,23.0,10.6,0.00,0.00,9.8,92,37,67,5.8,7.6
2021-12-26,63,16.2,22.4,10.7,7.80,7.80,13.6,96,43,73,5.6,8.7
2021-12-27,51,15.6,20.3,12.1,0.20,0.20,12.3,95,55,80,5.1,9.9
2021-12-28,55,13.5,15.4,11.0,5.10,5.10,11.6,92,77,85,3.3,8.4
2021-12-29,2,13.0,19.7,8.8,0.00,0.00,11.6,92,26,63,6.5,8.8
2021-12-30,3,12.0,18.4,7.3,0.00,0.00,11.8,75,32,57,5.5,8.0
2021-12-31,3,11.9,17.2,7.1,0.00,0.00,10.6,73,35,56,2.6,6.6
2022-01-01,3,12.2,18.9,6.1,0.00,0.00,9.8,86,36,65,2.6,5.5
2022-01-02,3,13.2,19.7,7.3,0.00,0.00,8.2,91,40,70,4.2,6.0
2022-01-03,3,14.2,21.3,8.2,0.00,0.00,9.0,91,41,72,1.6,5.7
2022-01-04,3,16.5,22.6,12.3,0.00,0.00,9.8,84,31,62,1.8,6.0
2022-01-05,63,13.7,14.9,12.2,36.70,36.70,18.8,95,76,89,5.4,10.4
2022-01-06,51,13.9,17.0,11.1,0.40,0.40,12.9,99,75,90,4.4,8.2
2022-01-07,63,14.9,19.2,11.9,7.00,7.00,18.9,100,64,87,2.7,12.0
2022-01-08,53,15.1,19.2,12.4,2.30,2.30,13.3,99,66,90,4.3,8.9
2022-01-09,3,12.7,18.0,8.9,0.00,0.00,14.1,96,45,76,8.2,11.3
2022-01-10,3,11.5,17.0,7.1,0.00,0.00,11.5,92,45,71,6.6,8.9
2022-01-11,2,11.3,16.5,6.8,0.00,0.00,11.3,91,46,71,5.3,7.5
2022-01-12,2,10.5,15.6,6.2,0.00,0.00,11.3,94,47,73,1.6,6.8
2022-01-13,0,10.3,16.0,5.4,0.00,0.00,9.0,90,50,74,2.8,5.5
2022-01-14,3,11.0,16.5,6.1,0.00,0.00,9.9,89,48,72,1.3,5.2
2022-01-15,1,10.4,16.1,6.2,0.00,0.00,8.6,96,55,80,1.3,6.1
2022-01-16,0,10.2,17.5,4.8,0.00,0.00,8.6,97,50,80,0.8,4.9
2022-01-17,3,10.0,16.9,4.9,0.00,0.00,10.5,100,52,84,1.9,5.7
2022-01-18,3,10.9,19.0,4.9,0.00,0.00,10.4,100,36,76,2.5,6.1
2022-01-19,3,12.6,19.5,7.1,0.00,0.00,10.1,94,49,79,1.1,6.6
2022-01-20,3,13.3,20.5,8.8,0.00,0.00,11.3,100,55,84,2.2,7.5
2022-01-21,3,13.1,19.4,7.8,0.00,0.00,17.7,100,52,84,6.0,9.3
2022-01-22,63,14.9,20.6,11.4,8.00,8.00,19.8,98,47,79,7.6,14.3
